Visit Number ,Positive culture,sex,Age ,BW,Color,Clarity ,USG,ph,Protein,Glucose,Ketones,Bilirubin,Hemoprotein,Lipid Layer,WBC,RBC
9105DB,0,4,1.5,2.3,Yellow,Cloudy,1.012,7,150,0,0,0,250,Pos,10,100
9105DB,0,4,1.5,2.3,Straw,Hazy,1.01,8,25,0,0,0,250,Pos,10,100
9105DB,0,4,1.5,2.3,Yellow,Cloudy,1.012,7,150,0,0,0,250,Pos,10,100
9407DB,0,2,13.7,5,Yellow,SLHazy,1.019,7,0,0,0,0,0,Pos,3,0
9442DB,0,4,9.9,2.4,Straw,Clear,1.009,6,25,0,0,0,10,Negative,3,1
9543DB,0,2,17.9,3.9,Yellow,SLHazy,1.013,5,0,0,0,0,0,Pos,3,0
9725DB,0,4,14.9,3.3,Straw,SLHazy,1.014,6,0,0,0,0,0,Negative,3,0
9728DB,0,2,4.9,4.8,Yellow,Cloudy,1.023,6,150,0,0,0,250,Negative,10,100
9957DB,0,4,7,2.9,Yellow,Clear,1.008,7,25,0,0,0,250,Pos,3,18
9957DB,0,4,7,2.9,Yellow,Clear,1.008,7,25,0,0,0,250,Pos,3,18
235DC,1,1,0,6.7,Yellow,SLHazy,1.013,7,75,0,0,0,250,Pos,50,24
257DC,0,4,14.4,4.3,Yellow,SLHazy,1.012,6,0,0,0,0,0,Pos,3,0
352DC,0,2,8.9,5.9,Yellow,Hazy,1.013,6,25,0,0,0,250,Pos,3,50
397DC,0,2,11.4,2.8,Yellow,SLHazy,1.033,6,25,1000,0,0,10,Pos,3,2
578DC,0,4,17.7,2.7,Yellow,Clear,1.01,6,150,0,0,0,0,Pos,3,1
782DC,0,2,10.3,8.1,Yellow,Hazy,1.042,6,75,1000,0,0,0,Pos,3,0
998DC,0,2,8.9,11.1,Yellow,SLHazy,1.07,7,500,0,0,0,150,Pos,3,24
1074DC,0,2,13.2,4.3,Yellow,SLHazy,1.025,6,25,0,0,0,0,Pos,3,0
1348DC,0,2,19.9,4.2,Yellow,Hazy,1.011,6,75,0,0,0,250,Negative,3,18
1353DC,1,4,10.6,4.3,Yellow,Cloudy,1.028,8,75,0,0,0,250,Pos,100,100
1519DC,0,2,2.7,,Red,Cloudy,1.044,7,150,0,0,0,250,Negative,10,100
1570DC,0,2,3.9,5.5,Yellow,Hazy,1.015,7,0,0,0,0,250,Negative,3,100
1645DC,1,2,7.9,3.8,Yellow,Hazy,1.052,6,75,1000,0,0,10,Pos,3,2
1698DC,0,4,7.9,5.7,Yellow,SLHazy,1.05,6,25,0,0,0,0,Pos,3,0
2202DC,0,4,6.8,3.6,DrkYel,SLHazy,1.021,7,0,0,0,3,0,Pos,3,0
1128DC,0,4,16.9,,Yellow,SLHazy,1.008,7,25,0,0,0,250,Negative,3,100
1128DC,0,4,16.9,,Yellow,SLHazy,1.008,7,25,0,0,0,250,Negative,3,100
2746DC,0,2,15,,Red,Opaque,1.029,6,500,0,0,0,250,Negative,3,100
3186DC,0,2,14,,Yellow,Clear,1.01,5,25,0,0,0,250,Negative,3,2
3354DC,0,4,15,3.4,Straw,Clear,1.008,5,0,0,0,0,50,Negative,3,2
3373DC,0,2,8,,Red,Opaque,1.062,7,150,0,0,0,250,Pos,3,100
3442DC,0,2,13.4,6.9,Yellow,SLHazy,1.021,6,150,0,0,0,10,Pos,3,2
3482DC,0,4,15,2.7,Yellow,SLHazy,1.034,6,25,0,0,0,0,Pos,3,0
3831DC,0,2,10,6.2,Yellow,SLHazy,1.031,5,0,1000,0,0,250,Negative,3,100
523074M,1,1,0.2,0.84,Yellow,Hazy,1.058,5,25,0,0,1,250,Negative,3,100
4339DC,0,2,11,6.8,Yellow,Hazy,1.021,7,75,0,0,0,250,Negative,3,100
4532DC,0,2,9,3.3,Straw,Clear,1.009,6,25,300,0,0,250,Negative,3,2
4709DC,0,4,16.8,3.3,Straw,Clear,1.01,5,0,50,0,0,0,Pos,10,2
4763DC,1,2,18,1.7,Other;PINK,Hazy,1.01,6,75,0,0,0,250,Pos,3,24
4845DC,0,4,7,3.4,Red,Cloudy,1.017,7,500,300,0,0,250,Pos,3,100
4860DC,0,4,5,3.1,Yellow,Cloudy,1.02,7,75,0,0,0,0,Pos,3,0
4969DC,0,4,6.9,3.5,Amber,Opaque,1.036,7,150,0,0,6,250,Pos,10,100
5074DC,0,4,17.6,4.5,Yellow,Hazy,1.018,6,25,0,0,0,150,Pos,3,5
5112DC,0,4,11,3.6,Other;PEACH,Cloudy,1.024,6,150,0,0,0,250,Pos,3,100
5150DC,1,4,16.6,3.2,Yellow,Cloudy,1.014,5,25,0,0,0,10,Pos,50,0
5271DC,0,2,11,6.9,Yellow,Cloudy,1.024,6,75,0,0,0,250,Pos,3,100
5496DC,0,2,1.5,5.6,Yellow,Cloudy,1.011,7,25,0,0,0,150,Pos,3,24
5562DC,0,4,1.6,3,Yellow,SLHazy,1.026,6,75,0,0,0,250,Pos,3,100
5675DC,0,4,13,6.1,Yellow,SLHazy,1.022,7,25,0,0,0,250,Negative,3,100
5799DC,1,2,16.6,4.1,Red,Opaque,1.017,5,500,0,0,0,250,Negative,20,100
6171DC,0,2,18,3.7,Yellow,SLHazy,1.012,6,75,0,0,0,250,Pos,3,100
6396DC,0,4,1.6,5.3,Straw,Clear,1.007,7,0,0,0,0,10,Negative,3,5
6451DC,0,2,2,4.7,Yellow,SLHazy,1.013,8,0,0,0,0,0,Negative,3,0
6790DC,0,2,15.7,9.5,Yellow,Hazy,1.015,6,25,0,0,0,10,Negative,10,18
7322DC,0,2,5.1,6.7,Yellow,SLHazy,1.009,7,0,0,0,0,250,Pos,3,18
7484DC,1,4,16.7,3.3,Yellow,Cloudy,1.013,7,25,0,0,0,10,Pos,20,8
7866DC,0,2,11.1,3.8,Other;YELLOW-BROWN,Cloudy,1.035,5,150,0,0,1,250,Pos,10,100
7867DC,0,2,13.1,6.2,Yellow,SLHazy,1.019,6,150,0,0,0,250,Pos,3,100
8694DC,0,2,5.1,5.5,Yellow,Hazy,1.017,8,25,0,0,0,250,Pos,10,100
9017DC,0,2,16.2,5.2,Straw,SLHazy,1.007,5,0,0,0,0,150,Pos,3,0
9228DC,1,4,6.9,4.2,Yellow,Hazy,1.023,7,150,0,0,0,250,Pos,10,12
9285DC,1,2,2.1,7.1,Red,Opaque,1.03,8,150,0,0,0,250,Negative,10,100
9305DC,1,4,2.9,4.9,Yellow,Cloudy,1.017,5,25,0,0,0,150,Pos,100,12
9660DC,1,2,1.9,4.4,Yellow,Cloudy,1.025,7,150,0,0,0,250,Pos,20,100
6DD,0,4,17.8,4.2,Other;PINK,Cloudy,1.014,6,150,0,0,0,250,Negative,1,100
1886DD,1,4,14.1,4.7,Yellow,Hazy,1.022,7,75,0,0,0,250,Pos,50,100
2008DD,0,4,0.6,2.8,Yellow,Hazy,1.031,6,0,0,0,0,150,Pos,3,50
2072DD,0,2,17.2,3.9,Red,Cloudy,1.012,5,150,0,0,0,250,Negative,3,100
2274DD,0,2,19.2,,Yellow,Clear,1.012,6,0,0,0,0,50,Pos,3,5
2416DD,1,4,15.2,2.4,Yellow,SLHazy,1.013,6,25,0,0,0,250,Pos,20,18
2427DD,1,2,5.2,6.1,Yellow,Cloudy,1.041,7,75,0,0,0,10,Pos,3,0
2701DD,1,4,6.2,6.2,Other;PEACH,Cloudy,1.017,7,150,0,0,0,250,Pos,3,100
3021DD,1,4,17.2,3.9,Yellow,Cloudy,1.015,6,500,0,0,0,250,Pos,100,100
3053DD,0,2,1.7,6.2,Red,Opaque,1.012,8,500,100,0,0,250,Negative,3,100
3064DD,0,4,16.2,2.4,Yellow,Hazy,1.015,5,75,0,0,0,0,Pos,3,0
3130DD,0,3,0.6,1.1,Straw,Clear,1.011,5,25,100,0,0,0,Negative,3,1
3233DD,0,2,15.7,3.4,Straw,Hazy,1.01,6,25,0,0,0,250,Negative,3,8
3456DD,0,4,14.2,2,Yellow,Hazy,1.024,5,150,1000,5,0,50,Pos,3,2
3458DD,0,2,15.9,6.9,Yellow,SLHazy,1.017,7,150,0,0,0,150,Negative,10,100
3549DD,1,2,16.8,4.7,Red,Opaque,1.018,5,500,0,0,0,250,Negative,3,100
3741DD,1,4,12.5,5.6,Yellow,Hazy,1.02,6,150,100,0,0,250,Pos,100,100
3774DD,1,2,7.8,9,Red,Opaque,1.016,7,150,50,0,0,250,Negative,10,100
3975DD,0,2,1.6,4.9,Yellow,Cloudy,1.043,7,150,0,0,0,250,Pos,10,100
3975DD,0,2,1.6,4.9,Yellow,Cloudy,1.043,7,150,0,0,0,250,Pos,10,100
4186DD,1,2,16.2,,Straw,Hazy,1.012,5,0,0,0,0,250,Pos,20,50
4290DD,1,4,7,4.3,Yellow,Hazy,1.023,6,150,0,0,0,250,Pos,10,24
4394DD,0,4,3.2,5.5,Yellow,Hazy,1.03,7,0,0,0,0,0,Pos,3,0
4610DD,1,4,23.2,2.6,Other;PINK,Cloudy,1.012,6,75,0,0,0,250,Negative,20,100
4689DD,0,4,12,3.2,Yellow,Hazy,1.043,7,75,0,0,0,250,Pos,3,100
4812DD,0,2,4.2,3.7,Yellow,SLHazy,1.02,6,500,0,0,0,0,Pos,3,0
4901DD,0,4,14.2,6.5,Yellow,Hazy,1.036,7,25,0,0,0,0,Pos,3,0
5099DD,0,4,11.2,3.6,Yellow,SLHazy,1.022,6,150,0,0,0,150,Pos,3,12
5314DD,1,3,0.6,1.2,Straw,Hazy,1.009,5,25,0,0,0,0,Negative,3,0
5448DD,0,4,11.2,5.6,Yellow,Clear,1.014,6,25,0,0,0,10,Negative,3,2
5448DD,0,4,11.2,5.6,Yellow,Clear,1.014,6,25,0,0,0,10,Negative,3,2
5485DD,0,4,5.2,3.7,Yellow,SLHazy,1.017,5,25,0,0,0,250,Pos,3,100
5485DD,0,4,5.2,3.7,Yellow,SLHazy,1.007,7,25,0,0,0,250,Pos,3,50
5485DD,0,4,5.2,3.7,Yellow,SLHazy,1.017,5,25,0,0,0,250,Pos,3,100
5485DD,0,4,5.2,3.7,Yellow,SLHazy,1.007,7,25,0,0,0,250,Pos,3,50
5760DD,1,4,16.8,3.3,Yellow,Hazy,1.012,6,25,0,0,0,250,Pos,50,12
5767DD,0,2,11.2,7.7,Yellow,Hazy,1.013,5,25,0,0,0,0,Pos,3,1
6251DD,0,2,10.2,3.5,Straw,Clear,1.014,6,500,0,0,0,250,Negative,3,12
6281DD,0,2,13.2,4.8,Other;PINK,Cloudy,1.022,7,150,0,0,0,250,Negative,3,100
6343DD,0,4,10,4.1,Other;DARK AMBER,Opaque,1.048,7,500,0,0,6,250,Negative,3,0
6411DD,0,2,2.2,6.4,Yellow,Cloudy,1.045,7,75,0,0,0,50,Pos,3,12
6789DD,0,2,6.1,6.6,Yellow,Hazy,1.042,7,25,1000,0,0,0,Pos,3,0
6822DD,1,2,7.3,4.6,Red,Cloudy,1.029,7,500,50,5,0,250,Negative,3,100
7263DD,0,4,11.3,5.5,Red,Cloudy,1.015,6,150,0,0,0,250,Pos,10,100
7263DD,0,4,11.3,5.5,Red,Cloudy,1.015,6,150,0,0,0,250,Pos,10,100
7263DD,0,4,11.3,5.5,Red,Cloudy,1.015,6,150,0,0,0,250,Pos,10,100
7296DD,1,2,16.3,4.2,Yellow,SLHazy,1.011,5,0,0,0,0,250,Pos,50,5
7346DD,0,4,23.3,2.5,Yellow,Clear,1.011,5,0,0,0,0,250,Pos,3,18
7524DD,1,2,15.9,9.4,Other;PEACH,Cloudy,1.014,6,75,0,0,0,250,Pos,100,100
7525DD,0,3,1.8,,Yellow,SLHazy,1.021,6,0,0,0,0,0,Pos,3,0
7577DD,0,3,1.1,3,Yellow,Hazy,1.054,7,25,0,0,0,0,Pos,3,0
7595DD,0,4,7.6,3.3,Straw,Clear,1.012,6,150,0,0,0,10,Pos,3,0
7611DD,0,4,5.3,3.4,Straw,SLHazy,1.008,5,75,0,0,0,250,Pos,10,12
8685DD,1,4,16.3,,Yellow,SLHazy,1.012,7,25,0,0,0,50,Pos,20,5
8965DD,0,2,12.3,4.2,Yellow,Cloudy,1.02,6,75,0,0,0,250,Negative,3,100
9073DD,0,2,15.3,7.2,Red,Cloudy,1.011,7,150,50,0,0,250,Negative,3,100
9073DD,0,2,15.3,7.2,Red,Cloudy,1.011,7,150,50,0,0,250,Negative,3,100
9390DD,1,1,0.1,0.45,Yellow,Hazy,1.012,7,0,0,0,0,250,Negative,3,12
9437DD,0,4,11.3,5.3,Other;PEACH,Hazy,1.017,6,150,50,0,0,250,Pos,3,100
9690DD,0,4,12.6,5,Yellow,Clear,1.013,5,0,50,0,0,0,Pos,3,1
9690DD,0,4,12.7,5,Yellow,SLHazy,1.013,5,25,0,0,0,250,Negative,3,5
9690DD,0,4,12.6,5,Yellow,Clear,1.013,5,0,50,0,0,0,Pos,3,1
9690DD,0,4,12.7,5,Yellow,SLHazy,1.013,5,25,0,0,0,250,Negative,3,5
9690DD,0,4,12.6,5,Yellow,Clear,1.013,5,0,50,0,0,0,Pos,3,1
9690DD,0,4,12.7,5,Yellow,SLHazy,1.013,5,25,0,0,0,250,Negative,3,5
9720DD,0,4,15.1,3.1,Brown,Cloudy,1.035,7,150,0,5,3,250,Pos,3,100
9783DD,1,4,16.3,5.8,Yellow,Hazy,1.014,6,150,0,0,0,250,Pos,50,50
9815DD,1,4,10.3,,Yellow,Hazy,1.029,8,25,1000,0,0,10,Pos,100,8
311DE,0,2,7,7,Yellow,Hazy,1.013,6,0,0,0,0,250,Negative,3,50
377DE,0,4,12,3.6,Straw,Clear,1.013,7,25,0,0,0,50,Pos,10,0
388DE,0,4,13.3,3.6,Yellow,SLHazy,1.012,5,0,0,0,0,0,Negative,3,0
688DE,1,4,16.9,3.4,Yellow,SLHazy,1.012,5,0,0,0,0,0,Pos,3,0
981DE,0,4,8.2,3.5,Yellow,Hazy,1.015,7,25,0,0,0,250,Negative,3,100
1129DE,0,2,4,5,Other;PINK,Opaque,1.025,7,75,0,0,1,250,Pos,10,100
1150DE,0,2,2.7,5.2,Amber,SLHazy,1.009,7,150,50,0,1,250,Pos,3,2
1150DE,0,2,2.7,5.2,Yellow,SLHazy,1.01,8,25,1000,0,0,250,Negative,3,1
1150DE,0,2,2.7,5.2,Amber,SLHazy,1.009,7,150,50,0,1,250,Pos,3,2
1150DE,0,2,2.7,5.2,Yellow,SLHazy,1.01,8,25,1000,0,0,250,Negative,3,1
1190DE,1,2,16.3,,Straw,Hazy,1.012,5,0,0,0,0,250,Negative,50,18
1545DE,1,4,16.4,5.8,Yellow,SLHazy,1.013,7,25,0,0,0,250,Pos,10,18
2275DE,0,4,15,2.5,Yellow,Clear,1.013,6,25,0,0,0,0,Negative,3,0
2311DE,0,2,2.6,6.8,Red,Opaque,1.042,7,150,0,0,0,250,Negative,3,100
2372DE,0,4,13.4,3.8,Yellow,Hazy,1.013,6,0,0,0,0,150,Pos,3,8
2505DE,0,4,13.4,4.6,Yellow,SLHazy,1.012,8,0,0,0,0,0,Pos,3,0
2549DE,0,4,15.4,3.4,Yellow,Hazy,1.015,5,25,0,0,0,250,Pos,10,100
2636DE,0,2,2.1,5.2,Yellow,SLHazy,1.051,7,25,0,0,0,0,Pos,3,1
2658DE,0,4,2.5,1.9,Yellow,Clear,1.011,8,25,0,0,0,250,Negative,3,0
2833DE,0,2,15.1,5.6,Yellow,SLHazy,1.011,6,25,0,0,0,50,Pos,3,0
3689DE,0,4,16.3,4.1,Yellow,Hazy,1.027,6,25,0,0,0,150,Pos,3,24
4189DE,0,2,15.4,5.6,Straw,SLHazy,1.017,6,75,50,0,0,10,Pos,3,2
4237DE,0,2,6,5.9,Straw,SLHazy,1.013,7,0,0,0,0,250,Negative,3,12
4237DE,0,2,6,5.9,Straw,SLHazy,1.013,7,0,0,0,0,250,Negative,3,12
4642DE,0,4,15.4,2.2,Yellow,SLHazy,1.013,7,25,300,0,0,0,Pos,3,0
4947DE,0,4,16.4,,Yellow,SLHazy,1.014,7,0,0,0,0,50,Pos,3,0
5072DE,1,2,8,7.4,Yellow,Cloudy,1.048,7,150,300,0,0,250,Pos,20,100
5381DE,0,2,11.1,4.7,Yellow,SLHazy,1.03,8,25,100,0,0,10,Pos,3,8
5201DE,0,2,4.4,5.1,Yellow,SLHazy,1.039,8,25,0,0,0,10,Pos,3,50
5201DE,0,2,4.4,5.1,Red,Cloudy,1.011,8,150,100,0,0,250,Negative,3,100
5576DE,0,2,19.4,4.8,Colorless,Clear,1.01,6,150,0,0,0,50,Pos,3,2
5626DE,0,2,5.4,5.3,Yellow,Cloudy,1.023,6,75,0,0,0,250,Pos,10,100
5847DE,0,2,6,6,Yellow,Cloudy,1.023,5,150,0,0,0,250,Pos,3,2
5914DE,0,2,9.7,5.9,Yellow,Cloudy,1.035,6,75,0,0,0,250,Pos,3,5
6127DE,0,4,12.9,4.5,Yellow,SLHazy,1.012,5,0,0,0,0,150,Pos,3,8
6158DE,0,1,4,2.1,Yellow,SLHazy,1.013,6,25,0,0,0,10,Pos,3,2
6537DE,0,2,14,6.8,Yellow,Hazy,1.02,6,75,0,0,0,10,Pos,3,1
6674DE,0,2,3.1,5.2,Yellow,Cloudy,1.029,7,25,0,0,0,250,Pos,3,24
6679DE,0,1,0.2,1.1,Yellow,Cloudy,1.074,5,25,0,0,0,250,Negative,3,100
6736DE,1,2,16.5,4.1,Yellow,Hazy,1.013,5,0,0,0,0,250,Pos,10,100
6897DE,0,2,0.7,3.9,Other,Cloudy,1.02,5,500,100,0,0,250,Negative,10,100
6982DE,0,2,8.7,5.6,Yellow,Hazy,1.056,7,75,0,0,0,0,Pos,3,0
7311DE,1,4,17.1,3.2,Yellow,Hazy,1.012,5,25,0,0,0,250,Pos,100,5
7343DE,0,2,9.5,6.9,Yellow,SLHazy,1.053,7,75,1000,0,0,0,Pos,3,0
7363DE,0,4,12.8,4.5,Yellow,Hazy,1.011,5,75,0,0,0,250,Pos,3,50
7394DE,0,2,14,4.2,Straw,Clear,1.012,5,25,0,0,0,250,Negative,3,8
7537DE,0,4,15.5,3.2,Red,SLHazy,1.013,5,150,0,0,0,250,Pos,3,100
7701DE,1,4,5.5,3,Yellow,Hazy,1.014,7,75,0,0,0,150,Negative,100,50
8699DE,0,4,0,3.9,Yellow,Hazy,1.022,6,75,1000,0,0,250,Pos,3,24
8745DE,0,4,17.5,3.5,Amber,Cloudy,1.015,5,150,0,0,0,250,Pos,10,100
8930DE,0,4,7,4.4,Straw,Clear,1.01,5,75,0,0,0,50,Negative,3,0
8942DE,1,4,14,2.6,Straw,Clear,1.008,5,0,0,0,0,10,Negative,20,0
8969DE,0,4,16.3,4.2,Straw,Clear,1.011,5,25,0,0,0,250,Negative,3,0
8969DE,0,4,16.3,4.2,Straw,Clear,1.011,5,25,0,0,0,250,Negative,3,0
9552DE,0,2,16.5,4.1,Yellow,SLHazy,1.014,5,25,0,0,0,250,Pos,3,50
9796DE,0,4,5.3,3.4,Colorless,Clear,1.013,7,0,0,0,0,10,Pos,3,2
9810DE,0,2,14,8.9,Yellow,Hazy,1.021,6,75,0,0,0,50,Negative,3,5
9966DE,0,2,1.8,,Yellow,SLHazy,1.049,7,25,0,0,0,0,Negative,3,0
70DF,0,2,7.2,7.9,Straw,Clear,1.008,7,0,0,0,0,0,Negative,3,2
79DF,0,2,2.7,7.6,Yellow,Clear,1.056,7,75,0,0,0,0,Pos,3,0
81DF,1,2,14.6,3.8,Yellow,Clear,1.014,5,0,0,0,0,0,Negative,3,0
221DF,1,2,11.5,6.7,Yellow,Cloudy,1.02,5,75,0,0,0,250,Pos,3,100
230DF,0,2,5.5,4.8,Yellow,Cloudy,1.027,6,75,0,0,0,250,Negative,10,100
432DF,0,4,16,3.9,Straw,Clear,1.011,5,500,100,0,0,250,Negative,10,8
553DF,1,4,18.5,4.7,Yellow,Clear,1.014,7,25,0,0,0,0,Negative,10,0
847DF,0,2,14.5,5.7,Yellow,Clear,1.013,8,25,0,0,0,250,Pos,3,18
890DF,0,4,2.2,3.3,Yellow,SLHazy,1.02,6,75,0,0,0,250,Pos,3,100
1008DF,0,2,12.8,5.5,Yellow,Hazy,1.044,6,150,300,0,0,0,Pos,3,0
1192DF,1,4,5.8,3.5,Straw,Cloudy,1.022,7,500,0,0,0,250,Pos,100,100
1250DF,0,2,13.3,5.9,Yellow,Hazy,1.027,7,75,0,0,0,0,Pos,3,1
1403DF,0,2,2.5,6,Amber,Cloudy,1.028,7,150,100,0,0,250,Pos,10,100
1657DF,0,4,9.3,7.9,Red,Cloudy,1.035,6,500,0,0,0,250,Pos,3,100
1746DF,1,3,3.8,2.8,Yellow,SLHazy,1.05,7,25,0,0,0,0,Pos,3,0
1767DF,0,4,14.1,3,Yellow,Clear,1.017,7,150,0,0,1,250,Pos,3,100
1839DF,0,4,13.6,5.1,Yellow,Clear,1.041,7,75,0,0,0,50,Negative,10,0
1845DF,0,2,2.6,5.6,Yellow,Cloudy,1.028,7,150,0,0,0,250,Pos,20,100
1940DF,0,2,2.6,1.9,Other;ORANGE,Cloudy,1.039,7,75,50,0,6,250,Pos,50,100
1992DF,0,4,12.9,4.6,Yellow,Hazy,1.013,5,150,0,0,0,250,Pos,3,100
2199DF,1,4,17.5,2.3,Other,Cloudy,1.013,8,150,0,0,0,250,Pos,3,24
2384DF,0,4,2.8,2.5,Straw,SLHazy,1.008,5,75,0,0,0,250,Pos,3,8
2477DF,0,4,17,3.3,Straw,Clear,1.01,5,0,0,0,0,0,Negative,3,0
2714DF,0,2,12.5,3.9,Yellow,Hazy,1.026,6,150,50,0,0,10,Pos,3,2
2874DF,1,2,16.6,4.2,Yellow,Clear,1.013,5,25,0,0,0,250,Negative,3,8
2978DF,0,4,13,4.4,Amber,Opaque,1.044,5,150,0,5,6,250,Floc,3,8
3141DF,0,4,8.6,7.3,Yellow,Clear,1.022,6,75,0,0,0,10,Pos,3,1
3287DF,0,4,15.6,2.4,Yellow,Clear,1.014,5,25,0,0,0,250,Pos,3,100
3454DF,0,2,6.6,5.7,Yellow,Clear,1.027,6,150,0,0,0,0,Pos,3,0
3585DF,0,2,4.3,4.8,Yellow,Clear,1.013,6,25,0,0,0,250,Pos,3,50
3628DF,0,2,2.3,6.9,Amber,Opaque,1.034,7,150,0,0,0,250,Negative,10,100
3789DF,0,2,1,4.4,Yellow,Clear,1.047,6,25,0,0,0,0,Pos,3,0
3830DF,1,4,17.3,3.8,Yellow,Cloudy,1.013,6,75,0,0,0,250,Pos,100,12
4228DF,1,4,4.6,6.3,Red,Opaque,1.022,7,500,0,5,0,250,Negative,10,100
4438DF,1,2,18.2,3.1,Yellow,Opaque,1.012,6,150,0,0,0,250,Pos,100,100
4438DF,1,2,18.2,3.1,Yellow,Clear,1.013,6,25,0,0,0,10,Pos,10,12
4537DF,0,2,15.2,7.2,Yellow,Clear,1.023,6,25,100,0,0,0,Pos,3,2
4850DF,0,4,9,3,Yellow,Hazy,1.036,7,25,1000,0,0,0,Pos,3,2
4962DF,0,4,9.6,3.8,Yellow,SLHazy,1.021,5,25,300,0,0,50,Pos,3,12
5232DF,0,2,14.6,5.1,Straw,Clear,1.009,6,0,0,0,0,0,Pos,3,0
5458DF,1,2,11.6,6.6,Other;PINK-RED,Cloudy,1.019,5,75,50,0,0,250,Pos,3,100
5705DF,1,4,17.3,3.8,Yellow,SLHazy,1.013,5,0,0,0,0,0,Pos,3,0
5779DF,0,4,3.4,3.5,Red,Opaque,1.018,5,150,0,0,0,250,Pos,10,100
5964DF,1,4,15,6.7,Other;PINK,Cloudy,1.015,5,150,0,0,0,250,Pos,100,100
6029DF,0,2,12.6,4.4,Yellow,Cloudy,1.018,6,25,0,0,0,250,Pos,10,100
6057DF,0,2,7.6,6,Yellow,Cloudy,1.045,7,25,0,0,0,0,Pos,3,0
6223DF,0,2,14.6,4.8,Other;PEACH,Cloudy,1.024,6,75,0,0,0,250,Pos,10,100
6233DF,1,4,8.5,2.1,Yellow,Cloudy,1.035,7,25,0,0,0,10,Pos,100,5
6270DF,0,4,3.4,5.2,Yellow,Cloudy,1.043,7,25,0,0,0,250,Pos,10,100
6327DF,0,4,12.9,4.3,Yellow,Clear,1.014,7,0,0,0,3,0,Pos,3,2
6381DF,0,1,0.4,1.8,Yellow,Clear,1.013,5,0,0,0,0,0,Pos,3,8
6414DF,0,2,2.5,6,Yellow,SLHazy,1.014,7,75,100,0,0,250,Pos,10,100
7214DF,0,4,17.4,3.4,Straw,Clear,1.01,5,0,0,0,0,0,Negative,3,0
7242DF,0,2,5.7,4.9,Other;PINK,Cloudy,1.022,6,150,0,0,0,250,Pos,20,100
7262DF,1,4,8.5,3.3,Yellow,Cloudy,1.016,7,500,0,0,0,250,Pos,100,12
7413DF,1,1,1,4.5,Other,Cloudy,1.038,7,150,0,0,0,250,Negative,100,100
7485DF,0,2,16.7,4.1,Straw,SLHazy,1.01,6,0,0,0,0,250,Pos,3,100
7704DF,0,4,8.7,5.1,Red,Opaque,1.057,7,150,300,5,0,250,Pos,10,100
7747DF,0,2,10.7,6.3,Yellow,Clear,1.03,6,150,1000,0,0,0,Pos,3,5
7851DF,0,2,9,2.8,Yellow,Clear,1.015,6,25,1000,150,0,10,Pos,3,5
7963DF,0,2,10.7,8,Other;YELLOW-PINK,Cloudy,1.043,7,150,0,0,0,250,Pos,3,100
8567DF,0,4,7.3,6.8,DrkYel,Cloudy,1.017,7,100,0,0,0,250,Pos,3,1
8680DF,0,2,6.7,4.6,Other;Corrected Result: Previous result: 'other' Changed on: 09/11/19 @ 18:03,Cloudy,1.035,7,100,0,5,0,250,Pos,10,100
8819DF,0,4,17.7,3.3,Red,Cloudy,1.015,5,500,0,5,0,250,Negative,3,100
8897DF,0,2,11.7,6.4,Yellow,Hazy,1.01,6,100,100,0,0,250,Pos,10,100
8897DF,0,2,11.7,6.4,Other;PINK,Hazy,1.017,8,30,1000,0,0,250,Pos,3,100
8897DF,0,2,11.7,6.4,Yellow,Hazy,1.01,6,100,100,0,0,250,Pos,10,100
8897DF,0,2,11.7,6.4,Other;PINK,Hazy,1.017,8,30,1000,0,0,250,Pos,3,100
8938DF,0,4,8.6,3.2,Yellow,SLHazy,1.02,6,30,0,0,0,250,Pos,10,50
9097DF,0,2,11,6,Yellow,SLHazy,1.036,6,30,0,0,0,0,Pos,3,0
9140DF,1,2,16.4,8.2,Yellow,Clear,1.011,6,30,0,0,0,250,Negative,3,8
9304DF,1,4,19.7,2.4,Straw,Hazy,1.011,7,30,50,0,0,250,Pos,50,18
9627DF,1,2,16.7,4.4,Other;ORANGE,Hazy,1.014,5,100,0,0,0,250,Negative,10,100
9919DF,0,2,4.7,6.1,Other;PEACH,Cloudy,1.042,7,100,0,0,0,250,Pos,3,100
9970DF,0,4,7.7,3.8,Other,Opaque,1.04,7,100,0,15,6,250,Pos,3,18
9990DF,1,2,8.4,,Straw,Clear,1.01,6,15,0,0,0,0,Pos,10,0
24DG,0,2,14.7,2.9,Yellow,SLHazy,1.01,6,100,0,0,0,50,Pos,10,8
96DG,1,4,16.7,4.6,Straw,Cloudy,1.013,6,30,0,0,0,250,Pos,20,50
224DG,0,2,13.7,4.7,Red,Opaque,1.023,7,100,0,5,0,250,Negative,3,100
277DG,0,2,14.7,6.1,Yellow,SLHazy,1.019,6,30,0,0,0,250,Pos,3,50
330DG,0,2,7.1,3.1,Yellow,SLHazy,1.013,7,0,0,0,0,0,Pos,3,0
357DG,0,2,13.1,2.8,Straw,Clear,1.008,7,0,0,0,0,0,Pos,3,0
570DG,0,4,8.7,5.5,Amber,Cloudy,1.042,6,100,0,5,0,250,Pos,10,100
608DG,0,2,16.7,3.8,Straw,SLHazy,1.012,6,30,0,0,0,250,Pos,10,12
797DG,0,4,6,3.5,Red,Opaque,1.022,7,100,0,0,0,250,Pos,50,100
